item_id	tag
12329	[581514]
12330	[4537]
12331	[4483]
12332	[4483]
12333	[4537]
12334	[4537]
12335	[95987]
12336	[4483]
12337	[4483]
12338	[1229821]
12339	[4537]
12340	[581514]
12341	[4537]
12342	[529295]
12343	[4483]
12344	[4483]
12345	[4537]
12346	[4537]
12347	[4483]
12348	[4537]
12349	[4483]
12350	[4537]
12351	[581514]
12352	[581514]
12353	[4483]
12354	[4537]
12355	[4537]
12356	[95987]
12357	[4483]
12358	[4483]
12359	[4537]
12360	[4537]
12361	[127175]
12362	[4537]
12363	[1070524]
12364	[4537]
12365	[650659]
12366	[127175]
12367	[4483]
12368	[4537]
12369	[650659]
12370	[1180168]
12371	[4483]
12372	[4483]
12373	[4537]
12374	[4483]
12375	[95987]
12376	[4537]
12377	[4537]
12378	[4483]
12379	[4537]
12380	[127175]
12381	[4537]
12382	[127175]
12383	[4537]
12384	[4483]
12385	[4537]
12386	[522484]
12387	[4537]
12388	[4483]
12389	[95987]
12390	[4483]
12391	[4483]
12392	[95987]
12393	[4483]
12394	[650659]
12395	[581514]
12396	[4483]
12397	[4483]
12398	[4483]
12399	[4483]
12400	[529295]
12401	[4483]
12402	[4537]
12403	[4537]
12404	[4483]
12405	[4536]
12406	[4537]
12407	[4483]
12408	[4537]
12409	[4483]
12410	[4483]
12411	[522484]
12412	[1180168]
12413	[4483]
12414	[4537]
12415	[4537]
12416	[4483]
12417	[95987]
12418	[581514]
12419	[4537]
12420	[4483]
12421	[4537]
12422	[4537]
12423	[4537]
12424	[4483]
12425	[4537]
12426	[4537]
12427	[4537]
12428	[4537]
12429	[4537]
12430	[581514]
12431	[4537]
12432	[4483]
12433	[581514]
12434	[4483]
12435	[4483]
12436	[4483]
12437	[581514]
12438	[4537]
12439	[4537]
12440	[4537]
12441	[4483]
12442	[4537]
12443	[4483]
12444	[529295]
12445	[529295]
12446	[4536]
12447	[4483]
12448	[4483]
12449	[1229821]
12450	[4483]
12451	[4537]
12452	[4537]
12453	[4483]
12454	[4537]
12455	[4537]
12456	[4537]
12457	[4537]
12458	[650659]
12459	[581514]
12460	[4483]
12461	[4483]
12462	[4483]
12463	[4537]
12464	[650659]
12465	[529295]
12466	[4483]
12467	[4483]
12468	[4483]
12469	[4483]
12470	[95987]
12471	[4537]
12472	[4537]
12473	[4483]
12474	[1229821]
12475	[4483]
12476	[4483]
12477	[106546]
12478	[4537]
12479	[4537]
12480	[4537]
12481	[4537]
12482	[4483]
12483	[4483]
12484	[4483]
12485	[1180168]
12486	[4483]
12487	[4483]
12488	[4483]
12489	[4537]
12490	[4537]
12491	[4483]
12492	[4537]
12493	[4537]
12494	[581514]
12495	[4537]
12496	[4537]
12497	[4537]
12498	[4483]
12499	[4537]
12500	[1070524]
12501	[4537]
12502	[529295]
12503	[4483]
12504	[95987]
12505	[4483]
12506	[4537]
12507	[4537]
12508	[4537]
12509	[4483]
12510	[4483]
12511	[4483]
12512	[4537]
12513	[581514]
12514	[4483]
12515	[4537]
12516	[4483]
12517	[4483]
12518	[4483]
12519	[4483]
12520	[4483]
12521	[4537]
12522	[4537]
12523	[4483]
12524	[95987]
12525	[4537]
12526	[4537]
12527	[4537]
12528	[4537]
12529	[4537]
12530	[4483]
12531	[4483]
12532	[4537]
12533	[4483]
12534	[95987]
12535	[4537]
12536	[4483]
12537	[4483]
12538	[522484]
12539	[529295]
12540	[127175]
12541	[4483]
12542	[529295]
12543	[1070524]
12544	[4483]
12545	[4537]
12546	[4537]
12547	[4537]
12548	[581514]
12549	[4537]
12550	[1229821]
12551	[581514]
12552	[581514]
12553	[1229821]
12554	[4483]
12555	[4483]
12556	[1229821]
12557	[4483]
12558	[4537]
12559	[581514]
12560	[529295]
12561	[1180168]
12562	[4483]
12563	[4483]
12564	[4483]
12565	[4483]
12566	[4483]
12567	[4483]
12568	[1070524]
12569	[4483]
12570	[4537]
12571	[4483]
12572	[4483]
12573	[581514]
12574	[4537]
12575	[4537]
12576	[4483]
12577	[4483]
12578	[4483]
12579	[4537]
12580	[4537]
12581	[4483]
12582	[529295]
12583	[4483]
12584	[4537]
12585	[95987]
12586	[4537]
12587	[4536]
12588	[4483]
12589	[4483]
12590	[581514]
12591	[4537]
12592	[581514]
12593	[106546]
12594	[581514]
12595	[581514]
12596	[4537]
12597	[4537]
12598	[4537]
12599	[581514]
12600	[95987]
12601	[127175]
12602	[581514]
12603	[4537]
12604	[581514]
12605	[95987]
12606	[4483]
12607	[4483]
12608	[95987]
12609	[4483]
12610	[4537]
12611	[4537]
12612	[4483]
12613	[4537]
12614	[1229817]
12615	[4537]
12616	[4483]
12617	[4537]
12618	[581514]
12619	[95987]
12620	[4483]
12621	[4537]
12622	[4483]
12623	[4483]
12624	[4483]
12625	[529295]
12626	[4537]
12627	[4483]
12628	[4483]
12629	[4483]
12630	[4537]
12631	[4483]
12632	[4483]
12633	[4537]
12634	[4537]
12635	[522484]
12636	[4537]
12637	[529295]
12638	[4537]
12639	[1229821]
12640	[95987]
12641	[4483]
12642	[4537]
12643	[4483]
12644	[1180168]
12645	[4483]
12646	[4483]
12647	[4537]
12648	[4483]
12649	[4483]
12650	[4483]
12651	[95987]
12652	[1229821]
12653	[4483]
12654	[529295]
12655	[4537]
12656	[4537]
12657	[95987]
12658	[95987]
12659	[4537]
12660	[4537]
12661	[4537]
12662	[4537]
12663	[529295]
12664	[529295]
12665	[4483]
12666	[529295]
12667	[581514]
12668	[4483]
12669	[581514]
12670	[4483]
12671	[529295]
12672	[4537]
12673	[4537]
12674	[4537]
12675	[4483]
12676	[4483]
12677	[581514]
12678	[4483]
12679	[4537]
12680	[581514]
12681	[4483]
12682	[4483]
12683	[4483]
12684	[4483]
12685	[581514]
12686	[127175]
12687	[95987]
12688	[581514]
12689	[4537]
12690	[106546]
12691	[1180168]
12692	[4483]
12693	[4537]
12694	[529295]
12695	[4537]
12696	[4483]
12697	[4483]
12698	[4483]
12699	[4483]
12700	[4537]
12701	[4483]
12702	[581514]
12703	[4536]
12704	[1070524]
12705	[4483]
12706	[4537]
12707	[95987]
12708	[4537]
12709	[4538]
12710	[581514]
12711	[4483]
12712	[4537]
12713	[4483]
12714	[4483]
12715	[4537]
12716	[4537]
12717	[4483]
12718	[4483]
12719	[4537]
12720	[1229821]
12721	[4537]
12722	[4483]
12723	[4537]
12724	[4537]
12725	[581514]
12726	[4483]
12727	[4537]
12728	[1180168]
12729	[4537]
12730	[529295]
12731	[106546]
12732	[1070524]
12733	[4537]
12734	[4483]
12735	[4483]
12736	[4483]
12737	[95987]
12738	[581514]
12739	[4483]
12740	[650659]
12741	[4483]
12742	[4537]
12743	[4537]
12744	[581514]
12745	[4537]
12746	[4483]
12747	[95987]
12748	[529295]
12749	[4537]
12750	[4537]
12751	[4483]
12752	[1070524]
12753	[4537]
12754	[4483]
12755	[95987]
12756	[4483]
12757	[4537]
12758	[1229821]
12759	[4537]
12760	[4537]
12761	[447913]
12762	[4483]
12763	[106546]
12764	[1070524]
12765	[650659]
12766	[4483]
12767	[95987]
12768	[4483]
12769	[95987]
12770	[581514]
12771	[4537]
12772	[529295]
12773	[4537]
12774	[127175]
12775	[1180168]
12776	[4537]
12777	[4537]
12778	[106546]
12779	[4537]
12780	[4483]
12781	[4483]
12782	[4537]
12783	[4538]
12784	[4483]
12785	[4537]
12786	[4537]
12787	[4537]
12788	[95987]
12789	[4537]
12790	[4483]
12791	[4537]
12792	[4483]
12793	[4483]
12794	[4537]
12795	[4537]
12796	[4483]
12797	[581514]
12798	[581514]
12799	[4537]
12800	[4483]
12801	[4537]
12802	[4483]
12803	[4483]
12804	[4483]
12805	[4483]
12806	[4483]
12807	[4537]
12808	[95987]
12809	[4537]
12810	[529295]
12811	[4483]
12812	[4483]
12813	[95987]
12814	[1229821]
12815	[4537]
12816	[4483]
12817	[4537]
12818	[4483]
12819	[4483]
12820	[4537]
12821	[4537]
12822	[106546]
12823	[4483]
12824	[4537]
12825	[4537]
12826	[127175]
12827	[581514]
12828	[4483]
12829	[529295]
12830	[4483]
12831	[4537]
12832	[4483]
12833	[4537]
12834	[95987]
12835	[1229817]
12836	[4537]
12837	[529295]
12838	[4537]
12839	[447913]
12840	[4537]
12841	[127175]
12842	[4537]
12843	[4537]
12844	[4483]
12845	[4537]
12846	[1229817]
12847	[4483]
12848	[529295]
12849	[529295]
12850	[4483]
12851	[4537]
12852	[95987]
12853	[95987]
12854	[4483]
12855	[4537]
12856	[4483]
12857	[4537]
12858	[522484]
12859	[4483]
12860	[4483]
12861	[581514]
12862	[4483]
12863	[4483]
12864	[4483]
12865	[4537]
12866	[4537]
12867	[4538]
12868	[4483]
12869	[581514]
12870	[127175]
12871	[4537]
12872	[4537]
12873	[4537]
12874	[4537]
12875	[4483]
12876	[4483]
12877	[4537]
12878	[529295]
12879	[4483]
12880	[529295]
12881	[529295]
12882	[4483]
12883	[4537]
12884	[529295]
12885	[4537]
12886	[4537]
12887	[4483]
12888	[4537]
12889	[4483]
12890	[4537]
12891	[4537]
12892	[581514]
12893	[4483]
12894	[581514]
12895	[4483]
12896	[127175]
12897	[4537]
12898	[127175]
12899	[529295]
12900	[4537]
12901	[4483]
12902	[4537]
12903	[581514]
12904	[529295]
12905	[4537]
12906	[4537]
12907	[4483]
12908	[95987]
12909	[4537]
12910	[4537]
12911	[4483]
12912	[4483]
12913	[4538]
12914	[4536]
12915	[4537]
12916	[4483]
12917	[4537]
12918	[4537]
12919	[4483]
12920	[4483]
12921	[4537]
12922	[650659]
12923	[4537]
12924	[4483]
12925	[4483]
12926	[1180168]
12927	[4483]
12928	[4483]
12929	[4536]
12930	[4483]
12931	[581514]
12932	[4483]
12933	[4483]
12934	[4483]
12935	[4537]
12936	[4483]
12937	[4537]
12938	[4483]
12939	[4537]
12940	[127175]
12941	[529295]
12942	[4537]
12943	[4483]
12944	[522484]
12945	[95987]
12946	[581514]
12947	[4537]
12948	[4483]
12949	[4537]
12950	[4536]
12951	[1229821]
12952	[4537]
12953	[1229817]
12954	[529295]
12955	[1070524]
12956	[581514]
12957	[4537]
12958	[4483]
12959	[4483]
12960	[581514]
12961	[4537]
12962	[4483]
12963	[581514]
12964	[581514]
12965	[4537]
12966	[4537]
12967	[4537]
12968	[4537]
12969	[4483]
12970	[4483]
12971	[95987]
12972	[4537]
12973	[4537]
12974	[581514]
12975	[4537]
12976	[4483]
12977	[4483]
12978	[106546]
12979	[4483]
12980	[4483]
12981	[4483]
12982	[4537]
12983	[529295]
12984	[4537]
12985	[4536]
12986	[581514]
12987	[4483]
12988	[4483]
12989	[522484]
12990	[4537]
12991	[4483]
12992	[4537]
12993	[4538]
12994	[4483]
12995	[1229821]
12996	[4483]
12997	[4537]
12998	[4536]
12999	[4483]
13000	[4483]
13001	[4483]
13002	[4537]
13003	[581514]
13004	[95987]
13005	[95987]
13006	[4537]
13007	[4483]
13008	[4537]
13009	[4537]
13010	[4483]
13011	[4537]
13012	[95987]
13013	[4537]
13014	[4537]
13015	[4537]
13016	[4483]
13017	[4483]
13018	[95987]
13019	[4483]
13020	[4537]
13021	[4537]
13022	[4483]
13023	[4537]
13024	[4483]
13025	[4483]
13026	[4537]
13027	[4483]
13028	[4483]
13029	[4483]
13030	[529295]
13031	[4483]
13032	[4483]
13033	[581514]
13034	[4483]
13035	[4537]
13036	[4483]
13037	[1229821]
13038	[4537]
13039	[95987]
13040	[4483]
13041	[4537]
13042	[447913]
13043	[4537]
13044	[4483]
13045	[4483]
13046	[4537]
13047	[581514]
13048	[4483]
13049	[4537]
13050	[95987]
13051	[581514]
13052	[4483]
13053	[4483]
13054	[4537]
13055	[4537]
13056	[4537]
13057	[4537]
13058	[4483]
13059	[4537]
13060	[447913]
13061	[4483]
13062	[522484]
13063	[529295]
13064	[4483]
13065	[4483]
13066	[4537]
13067	[4537]
13068	[1229817]
13069	[4483]
13070	[529295]
13071	[650659]
13072	[95987]
13073	[581514]
13074	[4537]
13075	[529295]
13076	[4483]
13077	[581514]
13078	[4483]
13079	[4483]
13080	[4483]
13081	[4537]
13082	[4483]
13083	[4537]
13084	[4483]
13085	[95987]
13086	[4537]
13087	[4483]
13088	[581514]
13089	[4483]
13090	[1180168]
13091	[4483]
13092	[4537]
13093	[4483]
13094	[4537]
13095	[4483]
13096	[4483]
13097	[4537]
13098	[4537]
13099	[4483]
13100	[1229821]
13101	[95987]
13102	[4537]
13103	[4483]
13104	[4537]
13105	[529295]
13106	[4483]
13107	[4537]
13108	[1180168]
13109	[581514]
13110	[4483]
13111	[4483]
13112	[4483]
13113	[4483]
13114	[4537]
13115	[4483]
13116	[581514]
13117	[4483]
13118	[4483]
13119	[581514]
13120	[4537]
13121	[581514]
13122	[4537]
13123	[4537]
13124	[4537]
13125	[1229821]
13126	[4537]
13127	[4483]
13128	[4537]
13129	[1070524]
13130	[4536]
13131	[581514]
13132	[4537]
13133	[4537]
13134	[4537]
13135	[4483]
13136	[4537]
13137	[4537]
13138	[4483]
13139	[4483]
13140	[4537]
13141	[4483]
13142	[581514]
13143	[4483]
13144	[581514]
13145	[4483]
13146	[529295]
13147	[4483]
13148	[4483]
13149	[4537]
13150	[4483]
13151	[95987]
13152	[4537]
13153	[4537]
13154	[4537]
13155	[4483]
13156	[4537]
13157	[95987]
13158	[4483]
13159	[4483]
13160	[4537]
13161	[95987]
13162	[95987]
13163	[4537]
13164	[1070524]
13165	[4537]
13166	[4483]
13167	[4538]
13168	[4536]
13169	[4537]
13170	[4536]
13171	[4537]
13172	[4483]
13173	[4538]
13174	[4537]
13175	[4483]
13176	[4483]
13177	[4537]
13178	[4537]
13179	[650659]
13180	[581514]
13181	[1229821]
13182	[4483]
13183	[581514]
13184	[4537]
13185	[4483]
13186	[4537]
13187	[4483]
13188	[4483]
13189	[4483]
13190	[4483]
13191	[1229821]
13192	[4483]
13193	[4537]
13194	[522484]
13195	[4537]
13196	[4537]
13197	[4537]
13198	[4537]
13199	[1229821]
13200	[4483]
13201	[4537]
13202	[4537]
13203	[4483]
13204	[4537]
13205	[529295]
13206	[4483]
13207	[127175]
13208	[4483]
13209	[4537]
13210	[4537]
13211	[4536]
13212	[1180168]
13213	[4483]
13214	[4537]
13215	[581514]
13216	[4537]
13217	[4537]
13218	[1070524]
13219	[529295]
13220	[1229817]
13221	[581514]
13222	[4537]
13223	[95987]
13224	[581514]
13225	[4483]
13226	[581514]
13227	[4483]
13228	[95987]
13229	[529295]
13230	[447913]
13231	[4537]
13232	[4537]
13233	[4537]
13234	[4537]
13235	[4537]
13236	[4537]
13237	[447913]
13238	[95987]
13239	[1229817]
13240	[4483]
13241	[4483]
13242	[4483]
13243	[1180168]
13244	[4537]
13245	[1229817]
13246	[4483]
13247	[529295]
13248	[4483]
13249	[4537]
13250	[4483]
13251	[4537]
13252	[581514]
13253	[4537]
13254	[95987]
13255	[4537]
13256	[1229817]
13257	[4537]
13258	[4483]
13259	[95987]
13260	[4537]
13261	[95987]
13262	[4483]
13263	[4537]
13264	[4483]
13265	[4537]
13266	[4483]
13267	[4537]
13268	[4537]
13269	[4483]
13270	[4537]
13271	[106546]
13272	[4537]
13273	[4483]
13274	[4483]
13275	[581514]
13276	[4537]
13277	[529295]
13278	[4537]
13279	[4538]
13280	[529295]
13281	[4537]
13282	[4483]
13283	[529295]
13284	[4537]
13285	[4538]
13286	[529295]
13287	[4483]
13288	[581514]
13289	[1180168]
13290	[4483]
13291	[4537]
13292	[4483]
13293	[95987]
13294	[4537]
13295	[1070524]
13296	[650659]
13297	[4538]
13298	[4483]
13299	[1229821]
13300	[4537]
13301	[4537]
13302	[4537]
13303	[4536]
13304	[4483]
13305	[95987]
13306	[4537]
13307	[95987]
13308	[4537]
13309	[4483]
13310	[4537]
13311	[4483]
13312	[4537]
13313	[4536]
13314	[1229817]
13315	[4537]
13316	[4483]
13317	[106546]
13318	[95987]
13319	[4483]
13320	[1070524]
13321	[4537]
13322	[4537]
13323	[4483]
13324	[4483]
13325	[4483]
13326	[4537]
13327	[4537]
13328	[4537]
13329	[447913]
13330	[4483]
13331	[4537]
13332	[4483]
13333	[4537]
13334	[4537]
13335	[4537]
13336	[4537]
13337	[4537]
13338	[4483]
13339	[4537]
13340	[4483]
13341	[95987]
13342	[4483]
13343	[1070524]
13344	[1229821]
13345	[4537]
13346	[581514]
13347	[4537]
13348	[4537]
13349	[581514]
13350	[4536]
13351	[581514]
13352	[4537]
13353	[4483]
13354	[1180168]
13355	[1180168]
13356	[4483]
13357	[4483]
13358	[4483]
13359	[106546]
13360	[4537]
13361	[4537]
13362	[4536]
13363	[4483]
13364	[4537]
13365	[95987]
13366	[4537]
13367	[106546]
13368	[4483]
13369	[4537]
13370	[4537]
13371	[4483]
13372	[127175]
13373	[4537]
13374	[4483]
13375	[4483]
13376	[4537]
13377	[4483]
13378	[1229821]
13379	[95987]
13380	[4483]
13381	[581514]
13382	[4483]
13383	[4537]
13384	[95987]
13385	[4537]
13386	[95987]
13387	[4537]
13388	[95987]
13389	[529295]
13390	[4537]
13391	[4483]
13392	[581514]
13393	[4483]
13394	[4537]
13395	[4483]
13396	[95987]
13397	[650659]
13398	[4483]
13399	[4537]
13400	[4483]
13401	[95987]
13402	[4537]
13403	[581514]
13404	[4537]
13405	[1180168]
13406	[106546]
13407	[127175]
13408	[4483]
13409	[4483]
13410	[4537]
13411	[4483]
13412	[106546]
13413	[4483]
13414	[127175]
13415	[4537]
13416	[4537]
13417	[4537]
13418	[4536]
13419	[4483]
13420	[4537]
13421	[4537]
13422	[4483]
13423	[4537]
13424	[4538]
13425	[4537]
13426	[4483]
13427	[4483]
13428	[4483]
13429	[4537]
13430	[4537]
13431	[4537]
13432	[4537]
13433	[4537]
13434	[4537]
13435	[4483]
13436	[4483]
13437	[4537]
13438	[95987]
13439	[529295]
13440	[4538]
13441	[4537]
13442	[95987]
13443	[4483]
13444	[4483]
13445	[4483]
13446	[581514]
13447	[4483]
13448	[4537]
13449	[4538]
13450	[4537]
13451	[4537]
13452	[4483]
13453	[4537]
13454	[4483]
13455	[581514]
13456	[529295]
13457	[4537]
13458	[1070524]
13459	[4483]
13460	[522484]
13461	[529295]
13462	[4483]
13463	[4537]
13464	[4537]
13465	[4483]
13466	[4537]
13467	[4483]
13468	[1180168]
13469	[1180168]
13470	[4483]
13471	[4483]
13472	[4483]
13473	[1180168]
13474	[4537]
13475	[4537]
13476	[4537]
13477	[4538]
13478	[4537]
13479	[4537]
13480	[4538]
13481	[581514]
13482	[4537]
13483	[4483]
13484	[4537]
13485	[106546]
13486	[529295]
13487	[106546]
13488	[4483]
13489	[95987]
13490	[529295]
13491	[4483]
13492	[581514]
13493	[4483]
13494	[4537]
13495	[4537]
13496	[4483]
13497	[4483]
13498	[4537]
13499	[4483]
13500	[581514]
13501	[4537]
13502	[4483]
13503	[4483]
13504	[529295]
13505	[4537]
13506	[4483]
13507	[1229817]
13508	[4537]
13509	[95987]
13510	[4483]
13511	[4483]
13512	[4537]
13513	[1229821]
13514	[4537]
13515	[4537]
13516	[4538]
13517	[581514]
13518	[4483]
13519	[4483]
13520	[4483]
13521	[4536]
13522	[4483]
13523	[650659]
13524	[4537]
13525	[4537]
13526	[4537]
13527	[4537]
13528	[4537]
13529	[4483]
13530	[4483]
13531	[4537]
13532	[650659]
13533	[4537]
13534	[4483]
13535	[95987]
13536	[95987]
13537	[4537]
13538	[581514]
13539	[581514]
13540	[4483]
13541	[581514]
13542	[4537]
13543	[95987]
13544	[447913]
13545	[4483]
13546	[4483]
13547	[4483]
13548	[4537]
13549	[4483]
13550	[4483]
13551	[4483]
13552	[4537]
13553	[4483]
13554	[4483]
13555	[4537]
13556	[127175]
13557	[4483]
13558	[4537]
13559	[4483]
13560	[95987]
13561	[4537]
13562	[4537]
13563	[4538]
13564	[581514]
13565	[522484]
13566	[4483]
13567	[127175]
13568	[4537]
13569	[1229821]
13570	[4483]
13571	[1229821]
13572	[581514]
13573	[4483]
13574	[4537]
13575	[4483]
13576	[106546]
13577	[4537]
13578	[4483]
13579	[4483]
13580	[581514]
13581	[4483]
13582	[1229820]
13583	[4483]
13584	[4483]
13585	[4537]
13586	[4536]
13587	[4483]
13588	[4537]
13589	[4537]
13590	[4537]
13591	[4537]
13592	[4537]
13593	[4537]
13594	[4483]
13595	[4483]
13596	[4537]
13597	[95987]
13598	[581514]
13599	[4537]
13600	[529295]
13601	[4537]
13602	[4537]
13603	[4537]
13604	[4483]
13605	[4537]
13606	[4537]
13607	[95987]
13608	[447913]
13609	[4537]
13610	[4483]
13611	[529295]
13612	[4483]
13613	[4537]
13614	[4537]
13615	[4537]
13616	[581514]
13617	[4483]
13618	[4483]
13619	[4483]
13620	[4536]
13621	[4537]
13622	[581514]
13623	[581514]
13624	[4537]
13625	[4537]
13626	[581514]
13627	[1229821]
13628	[4537]
13629	[95987]
13630	[4483]
13631	[4537]
13632	[4483]
13633	[4537]
13634	[4483]
13635	[4483]
13636	[4537]
13637	[4537]
13638	[650659]
13639	[1180168]
13640	[4537]
13641	[4537]
13642	[4537]
13643	[4483]
13644	[4536]
13645	[4483]
13646	[4537]
13647	[4483]
13648	[4537]
13649	[4483]
13650	[4483]
13651	[4483]
13652	[1229817]
13653	[581514]
13654	[4538]
13655	[529295]
13656	[4537]
13657	[4537]
13658	[1229821]
13659	[4537]
13660	[4483]
13661	[4483]
13662	[4537]
13663	[4483]
13664	[522484]
13665	[4483]
13666	[3304195]
13667	[4483]
13668	[4483]
13669	[4537]
13670	[4537]
13671	[4537]
13672	[4537]
13673	[4483]
13674	[4537]
13675	[4483]
13676	[4537]
13677	[4537]
13678	[4483]
13679	[4537]
13680	[529295]
13681	[4483]
13682	[529295]
13683	[4483]
13684	[650659]
13685	[529295]
13686	[106546]
13687	[4483]
13688	[4483]
13689	[4483]
13690	[447913]
13691	[4537]
13692	[529295]
13693	[1229821]
13694	[4483]
13695	[4537]
13696	[4483]
13697	[4537]
13698	[4483]
13699	[127175]
13700	[4483]
13701	[581514]
13702	[4536]
13703	[4537]
13704	[127175]
13705	[1229817]
13706	[4483]
13707	[4483]
13708	[4483]
13709	[4537]
13710	[4537]
13711	[581514]
13712	[4483]
13713	[4483]
13714	[4537]
13715	[4483]
13716	[4537]
13717	[4537]
13718	[127175]
13719	[4538]
13720	[4537]
13721	[4537]
13722	[4537]
13723	[4483]
13724	[4483]
13725	[4483]
13726	[522484]
13727	[4483]
13728	[4483]
13729	[4483]
13730	[4537]
13731	[106546]
13732	[4483]
13733	[4537]
13734	[4483]
13735	[4537]
13736	[4538]
13737	[581514]
13738	[95987]
13739	[529295]
13740	[4537]
13741	[127175]
13742	[4537]
13743	[4483]
13744	[4483]
13745	[4537]
13746	[4483]
13747	[4483]
13748	[4537]
13749	[4537]
13750	[4483]
13751	[4483]
13752	[581514]
13753	[4483]
13754	[581514]
13755	[529295]
13756	[4537]
13757	[650659]
13758	[4537]
13759	[4537]
13760	[4483]
13761	[4483]
13762	[95987]
13763	[581514]
13764	[4483]
13765	[95987]
13766	[4483]
13767	[4537]
13768	[4537]
13769	[4537]
13770	[4483]
13771	[4483]
13772	[106546]
13773	[529295]
13774	[1070524]
13775	[4483]
13776	[581514]
13777	[581514]
13778	[4483]
13779	[4483]
13780	[4483]
13781	[4483]
13782	[4483]
13783	[650659]
13784	[127175]
13785	[4483]
13786	[95987]
13787	[581514]
13788	[4537]
13789	[4483]
13790	[4538]
13791	[581514]
13792	[4483]
13793	[4537]
13794	[4483]
13795	[4483]
13796	[529295]
13797	[4483]
13798	[95987]
13799	[106546]
13800	[4537]
13801	[4537]
13802	[4483]
13803	[95987]
13804	[4537]
13805	[4536]
13806	[95987]
13807	[4537]
13808	[4483]
13809	[4483]
13810	[4537]
13811	[1180168]
13812	[581514]
13813	[4537]
13814	[4483]
13815	[4483]
13816	[4537]
13817	[95987]
13818	[4537]
13819	[581514]
13820	[4537]
13821	[4483]
13822	[4537]
13823	[127175]
13824	[4483]
13825	[4537]
13826	[4537]
13827	[4483]
13828	[4537]
13829	[4483]
13830	[4537]
13831	[4537]
13832	[4537]
13833	[4537]
13834	[4537]
13835	[4537]
13836	[4483]
13837	[4483]
13838	[4537]
13839	[4483]
13840	[522484]
13841	[581514]
13842	[581514]
13843	[4483]
13844	[4537]
13845	[4483]
13846	[4483]
13847	[4537]
13848	[4537]
13849	[4537]
13850	[4483]
13851	[4483]
13852	[4483]
13853	[4537]
13854	[4537]
13855	[4483]
13856	[4483]
13857	[4537]
13858	[4537]
13859	[581514]
13860	[95987]
13861	[4537]
13862	[1229817]
13863	[4483]
13864	[4483]
13865	[1229821]
13866	[4537]
13867	[4483]
13868	[4538]
13869	[4483]
13870	[581514]
13871	[4483]
13872	[4483]
13873	[4537]
13874	[4537]
13875	[4537]
13876	[4537]
13877	[4537]
13878	[4483]
13879	[4483]
13880	[581514]
13881	[4537]
13882	[4537]
13883	[4537]
13884	[4537]
13885	[4537]
13886	[4483]
13887	[4537]
13888	[4537]
13889	[4537]
13890	[4537]
13891	[4483]
13892	[4537]
13893	[95987]
13894	[4483]
13895	[4537]
13896	[4483]
13897	[4483]
13898	[4537]
13899	[4537]
13900	[1229821]
13901	[522484]
13902	[1070524]
13903	[4538]
13904	[4483]
13905	[95987]
13906	[95987]
13907	[4537]
13908	[4483]
13909	[4483]
13910	[4537]
13911	[4483]
13912	[1180168]
13913	[4537]
13914	[4537]
13915	[4483]
13916	[95987]
13917	[4483]
13918	[1229821]
13919	[4537]
13920	[4537]
13921	[581514]
13922	[4537]
13923	[4483]
13924	[4483]
13925	[581514]
13926	[4483]
13927	[4483]
13928	[4483]
13929	[4483]
13930	[4537]
13931	[4537]
13932	[529295]
13933	[4537]
13934	[4483]
13935	[4537]
13936	[581514]
13937	[581514]
13938	[529295]
13939	[4537]
13940	[4483]
13941	[4483]
13942	[581514]
13943	[95987]
13944	[4538]
13945	[4537]
13946	[4483]
13947	[4483]
13948	[4537]
13949	[581514]
13950	[95987]
13951	[4537]
13952	[4537]
13953	[106546]
13954	[4537]
13955	[1229821]
13956	[4538]
13957	[522484]
13958	[4483]
13959	[4483]
13960	[4537]
13961	[4537]
13962	[4483]
13963	[522484]
13964	[4536]
13965	[4538]
13966	[4537]
13967	[447913]
13968	[4537]
13969	[4483]
13970	[4483]
13971	[529295]
13972	[4537]
13973	[529295]
13974	[4537]
13975	[4537]
13976	[4538]
13977	[95987]
13978	[4483]
13979	[4483]
13980	[529295]
13981	[4538]
13982	[4483]
13983	[4483]
13984	[529295]
13985	[4483]
13986	[4483]
13987	[581514]
13988	[4483]
13989	[529295]
13990	[581514]
13991	[4483]
13992	[4483]
13993	[4537]
13994	[4537]
13995	[4537]
13996	[581514]
13997	[4483]
13998	[1070524]
13999	[4538]
14000	[4537]
14001	[4483]
14002	[529295]
14003	[1071165]
14004	[4537]
14005	[4537]
14006	[1071165]
14007	[650659]
14008	[4537]
14009	[4537]
14010	[529295]
14011	[4537]
14012	[4537]
14013	[4537]
14014	[1229817]
14015	[4483]
14016	[4537]
14017	[127175]
14018	[4537]
14019	[529295]
14020	[4537]
14021	[4536]
14022	[650659]
14023	[4483]
14024	[4483]
14025	[4537]
14026	[1229821]
14027	[4537]
14028	[4537]
14029	[4483]
14030	[4483]
14031	[581514]
14032	[4483]
14033	[4483]
14034	[447913]
14035	[4483]
14036	[4537]
14037	[4537]
14038	[4537]
14039	[4483]
14040	[4537]
14041	[4483]
14042	[4537]
14043	[581514]
14044	[4537]
14045	[581514]
14046	[4483]
14047	[4483]
14048	[106546]
14049	[95987]
14050	[4483]
14051	[581514]
14052	[650659]
14053	[4483]
14054	[4537]
14055	[4537]
14056	[4483]
14057	[1180168]
14058	[4483]
14059	[4537]
14060	[4483]
14061	[4537]
14062	[4483]
14063	[4483]
14064	[4483]
14065	[4537]
